IDS_PROPQUEST_INC_000000	Event
IDS_PROPQUEST_INC_000375	<Exchange of there sacrifice, we have peaceful days. Heros gave us peaceful days...> Ich mag dieses Lied sehr.
IDS_PROPQUEST_INC_000376	Komm zurück, wenn du größer geworden bist..
IDS_PROPQUEST_INC_000377	Etwas ist nicht richtig. Ich verlor etwas. Wo ist mein Schatz?
IDS_PROPQUEST_INC_000378	Du mußt diesen Staff nur <Luellui> zeigen. <Luellui> kann in Helret gefunden werden .
IDS_PROPQUEST_INC_000379	Bringe den <Staff of Venken> zu < Luellui>.
IDS_PROPQUEST_INC_000380	In Bearbeitung
IDS_PROPQUEST_INC_000381	Bring diese <Ribbon> zu <Dien>. <Dien> sollte auf der Brücke sein, die auf der andere Seiten ist. 
IDS_PROPQUEST_INC_000382	<Ribbon of Luellui> zu <Dien> bringen.
IDS_PROPQUEST_INC_000383	In Bearbeitung
IDS_PROPQUEST_INC_000384	Driller können in der Nähe der Erons Fabrik gefunden werden. Sammle 6 Soulstones of Hero von den Drillern.
IDS_PROPQUEST_INC_000385	6 <Soulstone of Hero> sammeln .
IDS_PROPQUEST_INC_000386	In Bearbeitung
IDS_PROPQUEST_INC_000387	Im <Rhisis garden> kannst du <High-Dwarpet Kheymerhan> finden. Er sollte nahe <Pranksters> sein.
IDS_PROPQUEST_INC_000388	Erhälst <Book on History of Hero> von <Kheymerhan>.
IDS_PROPQUEST_INC_000389	In Bearbeitung
IDS_PROPQUEST_INC_000390	<Charm of Charm> macht einen hilflos. Sie lassen dann Items auf den Boden fallen.
IDS_PROPQUEST_INC_000391	Bringe <Book on History of Hero> zu Dien.
IDS_PROPQUEST_INC_000392	In Bearbeitung
IDS_PROPQUEST_INC_000393	Finde den Cleric in Magmiunt für Knight, Brekan für Blade, Arians für Billposter, Cendil für Ringmaster, Heret für Psykeeper oder Engisis Schatten für Elementor.
IDS_PROPQUEST_INC_000394	Gehen um mit den Cleric in Darkon zu reden .
IDS_PROPQUEST_INC_000395	Abgeschlossen.
IDS_PROPQUEST_INC_000396	The Path
IDS_PROPQUEST_INC_000397	Der eine folgte Tapfer und stark den Weg des Helden. Folgt ihm,
IDS_PROPQUEST_INC_000398	Du gehörst nicht hier und ich weis nicht ob ich schon mit sprechen sollte. Du solltes zurück kommen, wenn du mehr Erfahrung gesammelt hast. 
IDS_PROPQUEST_INC_000399	Seh die Welt mit den Herzen eines Heldens. Dann wist du ein Held.
IDS_PROPQUEST_INC_000400	Jage Grrrs und Dumps in der Toten Wüste und sammle ihre fallengelassenen Gegenstände.
IDS_PROPQUEST_INC_000401	Sammle 10 Grrr Bandages und 5 Dump Tires.
IDS_PROPQUEST_INC_000402	In Bearbeitung
IDS_PROPQUEST_INC_000403	Ruh dich aus für ne Weile. Dann komm zurück zu mir. Ich brauche dich, damit du etwas für mich tun kannst.
IDS_PROPQUEST_INC_000404	Rede mit Cleric
IDS_PROPQUEST_INC_000405	In Bearbeitung
IDS_PROPQUEST_INC_000406	Gehen und sprech mit den Public Officer in Darkon, Waffen Schmied in Saintmorning und die Köchin in Flaris. Erhalte dort deine Unterschriften.
IDS_PROPQUEST_INC_000407	Rede mit mit dem drei Leuten, die der cleric erwähnte.
IDS_PROPQUEST_INC_000408	In Bearbeitung
IDS_PROPQUEST_INC_000409	Gehe zum Guardain of Hero folge ihn nach Galrdian.
IDS_PROPQUEST_INC_000410	Rede mit Guardian of Hero
IDS_PROPQUEST_INC_000411	Abgeschlossen
IDS_PROPQUEST_INC_000412	Their Will
IDS_PROPQUEST_INC_000413	Den Willen der Helden zu akzeptieren ebenso einfach, wie schwer und nicht jeder kann dies.
IDS_PROPQUEST_INC_000414	Du bist nicht noch bereit.Komme zurück, wenn du mehr Erfahrung hast.
IDS_PROPQUEST_INC_000415	Du bist der wahre Held. Segnen für den Helden. Ruhm für den Helden. 
IDS_PROPQUEST_INC_000416	Es gibt ein <Room of Guardian> im Untergrund von <Galrdian>. In diesem Raum gibt es einen Monster namens <VenelGuardian>. Gehe hin und töten es, um das <Herz von Venel> zu erhalten.
IDS_PROPQUEST_INC_000417	Zum <Room of Guarian> gehen und den <VenelGuardian> töten, um das <Herz von Venel> zu erhalten.
IDS_PROPQUEST_INC_000418	In Bearbeitung
IDS_PROPQUEST_INC_000419	<VenelGuardian> ist eine Monsterbrut womit die <Guardian of Heros>, die Abenteurer prüfen, ob sie für den Weg des Helden bereit sind.
IDS_PROPQUEST_INC_000420	<Book on combat of Hero> zu <Brodeay> bringen.
IDS_PROPQUEST_INC_000421	Abgeschlossen
IDS_PROPQUEST_INC_000422	Die roten Socken vom Weihnachtsmann
IDS_PROPQUEST_INC_000423	Es ist Weihnachten hier in Madrigal. Aber leider verlor der Weihnachtsmann alle Socken, in denen die Geschenke sind. Wir müssen die Socken für unsere Kinder in Madrigal finden.
IDS_PROPQUEST_INC_000424	Bringe dem Weihnachtsmann 10 Red Socks.
IDS_PROPQUEST_INC_000425	
IDS_PROPQUEST_INC_000426	Mas Dungeon ist verseucht - Teil 1
IDS_PROPQUEST_INC_000427	Gehst du öfters in den Dungeon?
IDS_PROPQUEST_INC_000428	Ja, versteh ich.
IDS_PROPQUEST_INC_000429	Ich verstehe. Die Wahrheit ist, ich wurde gefragt einen Beweis für das Problem im Dungeon zu finden. Allerdings geh ich da nicht rein. Würdest du daher für mich nach einem Beweis suchen?
IDS_PROPQUEST_INC_000430	Du bist nicht so empfindlich wie du aus siehst. Wenn du etwas findest, lass es mich bitte wissen.
IDS_PROPQUEST_INC_000431	Danke. Finde bitte den Beweis.
IDS_PROPQUEST_INC_000432	Hmm, es ist gut, anderen von Zeit zu Zeit mal zu helfen.
IDS_PROPQUEST_INC_000433	Wenn du in diesen Dungeon gehst, bemitleide ich die Monster.(Nur LvL 20 ~ 50 können diese Dungeon Quest machen.) 
IDS_PROPQUEST_INC_000434	Es ist etwas falsch mit den Monstern im Mas Dungeon. Roji bittet dich, den Beweis für ihn zu finden.
IDS_PROPQUEST_INC_000435	Sammle ein paar Dungeon Tarin Roots, Dungeon Star Stones und Dungeon Golden Wings.
IDS_PROPQUEST_INC_000436	Aufgabe
IDS_PROPQUEST_INC_000437	Mas Dungeon ist verseucht - Teil 2
IDS_PROPQUEST_INC_000438	Wenn du es annimmst, könnte dir Isruel irgend was geben.
IDS_PROPQUEST_INC_000439	Wenn du es dir anders überlegst, komm einfach wieder.
IDS_PROPQUEST_INC_000440	Hallo. Hattest du eine gute Zeit? 
IDS_PROPQUEST_INC_000441	Roji bittet dich, den Brief zu Isruel zu bringen.
IDS_PROPQUEST_INC_000442	Bringe den Brief zu Isruel
IDS_PROPQUEST_INC_000443	Aufgabe
IDS_PROPQUEST_INC_000444	Nachdem du Isruel den Brief gegeben hat, möchte sie, dass du etwas für sie tust. Was sollte ich tun?
IDS_PROPQUEST_INC_000445	Entscheide, ob du Isruels Anfrage annehmen willst oder nicht.
IDS_PROPQUEST_INC_000446	Aufgabe
IDS_PROPQUEST_INC_000447	Du hast dich entschlossen Isruels Anfrage auszuführen.
IDS_PROPQUEST_INC_000448	Sammle je 10 Dungeon Tarin Roots, Dungeon Star Stones und Dungeon Golden Wings.
IDS_PROPQUEST_INC_000449	Aufgabe
IDS_PROPQUEST_INC_000450	Mas Dungeon ist verseucht - Teil 3
IDS_PROPQUEST_INC_000451	Würdest du uns bis zum Ende helfen? 
IDS_PROPQUEST_INC_000452	Isruel bittet mich, einen Brief zu Roji zu bringen. 
IDS_PROPQUEST_INC_000453	Bring den Brief zu Roji.
IDS_PROPQUEST_INC_000454	Aufgabe
IDS_PROPQUEST_INC_000455	Um den Grund der Monstermutation zu beseitigen, muss ich mich darum kümmern.
IDS_PROPQUEST_INC_000456	Beschaffe das Haar von Wormveduque
IDS_PROPQUEST_INC_000457	Aufgabe
IDS_PROPQUEST_INC_000458	Nachdem ich Wormveduque getötet habe, ist es klar, dass Serus Uriel der Grund von all Diesem ist.
IDS_PROPQUEST_INC_000459	Beschaffe das Haar von Serus Uriel
IDS_PROPQUEST_INC_000460	Aufgabe
IDS_PROPQUEST_INC_000461	Das Geschenk des Pastors
IDS_PROPQUEST_INC_000462	Der Pastor erklärte mir, dass er mir ein Geschenk gibt, wenn ich ich ihm 20 Bouquets liefere! Ich bin neugierig, was für ein Geschenk es ist! 
IDS_PROPQUEST_INC_000463	Bring dem Pastor 20 Bouquets, die du durch die Jagd erhältst.
IDS_PROPQUEST_INC_000464	
IDS_PROPQUEST_INC_000465	Bring die Liebe zurück
IDS_PROPQUEST_INC_000466	Ich muß 10 Piece of Heart sammeln. Es ist Zeit, Monster zu jagen.
IDS_PROPQUEST_INC_000467	Bringe Patrick die 10 Piece of Heart, die du von den Monstern erhalten hast.
IDS_PROPQUEST_INC_000468	Finde 10 Piece of Heart
IDS_PROPQUEST_INC_000469	Meister der Acrobat
IDS_PROPQUEST_INC_000470	Du hast Acrobat gewählt. Ich hoffe, dass du es nie bereust. Es gibt einen einfachen Test bevor man das Training beginnt. Bist du bereit?
IDS_PROPQUEST_INC_000471	Ich möchte überprüfen, ob du dein Bestes getan hast, als du Vagrant warst. Geh 10 Small Aibatt jagen.
IDS_PROPQUEST_INC_000472	Viel Glück.
IDS_PROPQUEST_INC_000473	Sagtest du nicht, du wolltest Acrobat werden? Fein. Einfach ein klaren Kopf bewahren und du wirst der Herrscher der Welt..egal für was für einen Job du dich entscheidest!
IDS_PROPQUEST_INC_000474	Gut, du hast das erste Training bestanden.
IDS_PROPQUEST_INC_000475	Jage 10 Small Aibatt. Du wirst nie Acrobat, wenn du es nicht schaffst!!!!!
IDS_PROPQUEST_INC_000476	Du hast bereits einen anderen Weg gewählt. Ich kann dir nicht mehr helfen.
IDS_PROPQUEST_INC_000477	Ich möchte überprüfen, ob du dein Bestes getan hast als du Vagrant warst. Gehe 10 Small Aibatt jagen.
IDS_PROPQUEST_INC_000478	
IDS_PROPQUEST_INC_000479	Die Waffen des Acrobat
IDS_PROPQUEST_INC_000480	Guter Arbeit. Jetzt ist es Zeit für das nächste Training
IDS_PROPQUEST_INC_000481	Es gibt einen wichtigen Gegenstand, den du brauchst: Sammle 10 Twinkle Stone und bringe sie zu Pyre, dem Acrobat Meister.
IDS_PROPQUEST_INC_000482	Nun geh und finde Pyre, den Acrobat Meister und bringe ihm die Gegenstände, wenn du sie gefunden hast. Pyre ist in der Nähe des Quest Verwaltung in Darkon.
IDS_PROPQUEST_INC_000483	Viel Glück.
IDS_PROPQUEST_INC_000484	Du magst es ein Vagrant zu sein? Dann möchte ich nicht dich zwingen... aber er ist nicht leicht noch eine Chance zu bekommen
IDS_PROPQUEST_INC_000485	Es scheint mir so, als hast du dieses Training erfolgreich gemeistert. Dann informiere ich dich über die Waffen. Acrobats benutzen 2 Waffen, den Bogen und den Yoyo.
IDS_PROPQUEST_INC_000486	Der Bow ist eine Distanzwaffe. Er verbaucht 1 Pfeil pro Angriff. Es gibt 4 Angriffsschritte und der Schaden des nächsten Angriffes ist größer als der des vorhergenden.
IDS_PROPQUEST_INC_000487	Der Yoyo ist ein doppelter Diskus, der in beiden Händen gehalten wird und mit dem du auch beidhändig angreifst. Das Angreifen ist herrlich, aber es gibt keinen angreifenden Schritt.
IDS_PROPQUEST_INC_000488	Ich denke, dass du mir etwas besorgen solltest, wenn du Hent trifst. Er mußte mir was besorgen können. Hmm.
IDS_PROPQUEST_INC_000489	Es gibt einen wichtigen Gegenstand, den du brauchst: Sammle 10 Twinkle Stones und bringe sie zu Pyre, dem Acrobat Meister.
IDS_PROPQUEST_INC_000490	
IDS_PROPQUEST_INC_000491	Die Skills des Acrobat
IDS_PROPQUEST_INC_000492	Hast du das verstanden? Hier ist das nächste Training: Du kennst doch die High-Dwarpet. Manchmal kommen sie zum Fluss der Tränen, zum Baden.
IDS_PROPQUEST_INC_000493	In letzter Zeit scheint ihm etwas Sorgen zu machen. Geh und besuche den High-Dwarpet Tucani.
IDS_PROPQUEST_INC_000494	Hör ihm genau zu und tu was er dir sagt.
IDS_PROPQUEST_INC_000495	Dann noch ein schönen Tag.
IDS_PROPQUEST_INC_000496	Es scheint so, als ob du nicht den Reiz des Acrobat kennst. Ich denke, dass es zu attraktiv einfach auf zu geben.
IDS_PROPQUEST_INC_000497	Hm, Pyre scheint dich zu mir geschickt zu haben. Nun, in der Tat. Es stimmt, das ich eine wichtige Aufgabe zu erledigen habe.
IDS_PROPQUEST_INC_000498	Einfach immer merken, dass die Bows MP und die Yoyos FP verbrauchen.Es gibt 6 Fähigkeiten des Bows und 7 Fähigkeiten des Yoyos. Dazu gibt es gibt 3 allgemeine Fähigkeiten und ich informiere dich Dark Illusion ist unter ihnen.
IDS_PROPQUEST_INC_000499	Dieses ist eine Fähigkeit zum Verstecken. Du kannst die Blicke der anderen vermeiden. Aber gib Acht, wann immer du die anderen Fähigkeit benutzt oder als Angriff verwendest. Nimm dies und geh sorgfältig damit um.
IDS_PROPQUEST_INC_000500	Sei gegrüßt. Was führt dich zu mir?
IDS_PROPQUEST_INC_000501	Geh zu Tucani, er lebt im Versammlungsort der High Dwarpet, in der Mitte des Leren Gebirge. Er will dich über etwas informieren.
IDS_PROPQUEST_INC_000502	
IDS_PROPQUEST_INC_000503	Die Pflicht des Acrobat
IDS_PROPQUEST_INC_000504	So, wie denkst du über die ausgezeichneten Fähigkeiten des Acrobat?
IDS_PROPQUEST_INC_000505	Es gibt ein Monster Shuraiture, der einem wirklich Kopfzerbrechen bereitet. Er ist in der Nähe von Darkon am Stadteingang.
IDS_PROPQUEST_INC_000506	Erledige das Monster und bringe das Label of Technique zu Tailer, dem Acrobat Anweiser.
IDS_PROPQUEST_INC_000507	Viel Glück!
IDS_PROPQUEST_INC_000508	Deshalb hasse ich menschliche Wesen. Sie geben immer so schnell auf.
IDS_PROPQUEST_INC_000509	Oh diese Anmerkung ist.. und du brachtest mir auch Shuraiture.. Du bist wirklich großartig. Danke! So jetzt belohne ich dich, da du den letzten Test gemeistert hast.
IDS_PROPQUEST_INC_000510	Der Acrobat kann entweder als Nahkämpfer oder Fernkämpfer agieren. Beides ist möglich für den Acrobat. Ebenso kann er das Interesse der Monster auf sich ziehen, selbst wenn sie weiter weg von ihm sind.
IDS_PROPQUEST_INC_000511	Es gibt keinen Job wie Acrobat, der soviele verschiedene Aspekte hat. Ich hoffe, dass du völlig diesen Job verstehst und nie deine Wahl durch das Training bis jetzt bedauerst.
IDS_PROPQUEST_INC_000512	Gibt es irgendein Grund warum du zu mir kommst? Hat dich Tucani geschickt? Hmm..warum kommst du dann?
IDS_PROPQUEST_INC_000513	Es gibt ein Monster namens Shuraiture und es belästigt seit Tagen die Besucher am Eingang von Darkon.
IDS_PROPQUEST_INC_000514	
IDS_PROPQUEST_INC_000515	Der Meister des Jester
IDS_PROPQUEST_INC_000516	Danke für den Besuch. Aber ich bin mir nicht sicher, ob du es verdienst, der Nachfolger eines Jester zu werden.
IDS_PROPQUEST_INC_000517	Es gibt einen einfachen Test. Jage 20 Drillers in Darkon. Keine Small oder Captain. 
IDS_PROPQUEST_INC_000518	Zeig mir deine Fertigkeiten.
IDS_PROPQUEST_INC_000519	Du kannst nicht den groben und schwierigen Weg eines Nachfolgers des Jester bestreiten, wenn du sogar diesen einfachen Test nicht ausführen kannst.
IDS_PROPQUEST_INC_000520	Gute Arbeit. Ich erkenne deine Fähigkeit. 
IDS_PROPQUEST_INC_000521	Jest würde nie von sich heraus deine Hand halten, wenn du nicht 20 jagen kannst.
IDS_PROPQUEST_INC_000522	Du verdienst nicht, ein Nachfolger der Jester Helden zu werden.
IDS_PROPQUEST_INC_000523	Ich bin mir nicht sicher, ob du es verdienst, einer der Nachfolger eines Jester zu werden. Bitte jag 20 Driller. Es ist ein einfacher Test.
IDS_PROPQUEST_INC_000524	
IDS_PROPQUEST_INC_000525	Der Ring des Jester
IDS_PROPQUEST_INC_000526	Glückwunsch! Du hast den Test bestanden. Hier ist das Empfehlungsschreiben. Bitte such Radion auf. Er ist der Jester Weise an der Quelle der verstorbenen Seelen in Flaris.
IDS_PROPQUEST_INC_000527	Er ist eine seltsame Person, der große Jester Weise Radion. Du musst Radion aufsuchen. Bitte nicht vergessen und zuvor...
IDS_PROPQUEST_INC_000528	Du musst Ren schnappen, welcher in der Nähe der Wüste der Illusionen im Süden von Saint Morning wohnt. Hol den Ring, den Radion verlor.
IDS_PROPQUEST_INC_000529	Hoffe, dass dein Traum wahr wird.
IDS_PROPQUEST_INC_000530	Hast du kein Vertrauen? Nichts ist unmöglich, wenn du deinen Glauben bewahrst. Ich hoffe, du triffst eine kluge Entscheidung.
IDS_PROPQUEST_INC_000531	OH! Vielen Dank, dass du mir den Ring wieder gebracht hast! In Wirklichkeit gehört dieser Ring dem Jester Helden Kerenen. Ren wollte diesen Ring schon die ganze Zeit besitzen, wie ich es gehört habe.
IDS_PROPQUEST_INC_000532	Nach dem Krieg und Kerenens Tod hat Ren seit Hunderten von Jahren versucht, ihn zu finden. Vor wenigen Jahren endlich hat er ihn gefunden. Danke dir vielmals.
IDS_PROPQUEST_INC_000533	Hast du Lorein getroffen? Du hast mir nichts mitgebracht, obwohl du sie getroffen hast? Hmm.. Es gibt etwas, dass du mir besorgen solltest. Denk sorgfältig nach.
IDS_PROPQUEST_INC_000534	Mach dich auf den Weg und suche den Jester Weisen Radion an der Quelle der verstorbenen Seelen in Flaris. Zuvor musst du Ren erlegen, der in der Wüste der Illusionen im Süden von Saint Morning lebt, um den Ring zurückzubekommen.
IDS_PROPQUEST_INC_000535	
IDS_PROPQUEST_INC_000536	Die Schriftrolle des Jester
IDS_PROPQUEST_INC_000537	Nimm diesen Ring. Suche die Gruppe Tantalos in Saint Morning und finde deren Mitglied Clackcable. Von ihm wirst du etwas Nützliches erhalten.
IDS_PROPQUEST_INC_000538	Noch einmal vielen Dank für den Ring! Es gibt jemanden, den du treffen musst.
IDS_PROPQUEST_INC_000539	Oh.. Vielen Dank für diesen Ring! Wir wollen eine Zeremonie nach altem Brauch für Kerenen veranstalten. Aber wir verloren vor ein paar Jahren den Ring.
IDS_PROPQUEST_INC_000540	Wenn du dir etwas von Herzen wünschst, wird es wahr werden. Wenn du also mit ganzem Herzen Jester werden willst, wird es so geschehen.
IDS_PROPQUEST_INC_000541	Willst du mich veralbern? Oder tust du das, weil du nicht nach Saint Morning gehen willst? Ich verstehe das nicht. Hm.. Triff keine leichtfertige Entscheidung!
IDS_PROPQUEST_INC_000542	Da du nun den Ring zurück gebracht hast, bist du der Nachfolge würdig. Ich überlasse dir eine Schriftrolle.
IDS_PROPQUEST_INC_000543	Trug dir Radion nicht auf, mir etwas Bestimmtes zu geben? Warum kommst du aber mit leeren Händen?
IDS_PROPQUEST_INC_000544	Nimm diesen Ring. Suche die Gruppe Tantalus in Saint Morning und finde deren Mitglied Clackcable. 
IDS_PROPQUEST_INC_000545	
IDS_PROPQUEST_INC_000546	Der Altar des Jester
IDS_PROPQUEST_INC_000547	Diese Schriftrolle beweist, dass du der Nachfolge würdig bist. Nimm sie und bringe sie der Jester Priesterin.
IDS_PROPQUEST_INC_000548	Die Jester Priesterin befindet sich am Jester Altar in Darkon. Wenn du ihr diese Schriftrolle zeigst wird sie dich als Nachfolger der Helden anerkennen.
IDS_PROPQUEST_INC_000549	Oh. Bevor du zur Priesterin gehst, musst du noch etwas anderes tun. Einer der Edelsteine der Helden am Altar des Jester wurde entwendet.
IDS_PROPQUEST_INC_000550	Die Edelsteine beschützen die Seelen der Helden. Wenn auch nur ein einziger Edelstein fehlt, wirkt der Zauber nicht. Die Priesterin sagte, Sisif sei vor ein paar Tagen in der Nähe des Altars erschienen.
IDS_PROPQUEST_INC_000551	Die Priesterin verdächtigt ihn, die Steine gestohlen zu haben. Bitte jage ihn und überprüfe, ob er den Edelstein der Helden besitzt.
IDS_PROPQUEST_INC_000552	Viel Glück, Nachfolger des Jester.
IDS_PROPQUEST_INC_000553	Hm.. Du darfst jetzt nicht aufgeben. Das Ziel ist nahe. Ermuntere dich und verwirkliche deinen Wunsch! 
IDS_PROPQUEST_INC_000554	Das ist das Siegel von Kerenen.. und zudem das Juwel der Helden... Es stimmt also, dass Sisif die Edelsteine entwendete. Vielen Dank!
IDS_PROPQUEST_INC_000555	Nun können wir die Seelen der Helden wieder beschützen. Noch einmal vielen Dank! 
IDS_PROPQUEST_INC_000556	Was ist der Grund deines Besuchs? Ich entdecke keinen Grund für deinen Besuch.
IDS_PROPQUEST_INC_000557	Nimm die Schriftrolle und gehe zum Altar des Jester in Darkon. Zuvor musst du Sisif in der Nähe des Altars jagen und das Jewel der Helden finden.
IDS_PROPQUEST_INC_000558	
IDS_PROPQUEST_INC_000559	Der Wächter des Jester
IDS_PROPQUEST_INC_000560	Nun musst du den Wächter treffen. Überbringe das Symbol der Helden. Es gibt aber eine Sache, die du zuvor noch erledigen musst.
IDS_PROPQUEST_INC_000561	In Guardian liegt der Raum des Wächters. Darin wird das Abzeichen der Helden und der Geist der Helden bewacht.
IDS_PROPQUEST_INC_000562	Ebenso gibt es dort den Venel Guardian, einen Wächtergeist. Er beschützt den Geist der Helden. Du musst dessen Herz entnehmen, nachdem du gegen ihn gekämpft hast.
IDS_PROPQUEST_INC_000563	Erst nachdem du im Besitz seines Herzens bist, wird er dich als Jester anerkennen. Das bedeutet, dass dies die letzte Prüfung auf dem Weg zum Jester ist. Du musst sie also unbedingt bestehen.
IDS_PROPQUEST_INC_000564	Ich wünsche dir Glück.
IDS_PROPQUEST_INC_000565	Nur eine Prüfung steht noch aus. Wäre es nicht schade, wenn du jetzt aufgibst?
IDS_PROPQUEST_INC_000566	Willkommen. Du hast die letzte Prüfung gemeistert. Nun bezeichne ich dich offiziell als Nachfolger des Jester.
IDS_PROPQUEST_INC_000567	Kerenen! Dein Wille geschehe! Hier ist ein neuer Jünger, der dir folgen will. Spende bitte deinen Segen. Jester!
IDS_PROPQUEST_INC_000568	Ich glaube, du kommst zu mir, weil dich die Priesterin schickt. Aber du hast die letzte Prüfung noch nicht absolviert.
IDS_PROPQUEST_INC_000569	Gehe zum Jester Wächter Heingard in Guardian. Zuvor aber musst du gegen den Wächtergeist Venel Guardian im Raum des Wächter kämpfen und ihn besiegen.
IDS_PROPQUEST_INC_000570	
IDS_PROPQUEST_INC_000571	Meister des Rangers
IDS_PROPQUEST_INC_000572	Ich danke dir für deinen Besuch. Ich bin nicht sicher, ob du der Nachfolge des Rangers würdig bist.
IDS_PROPQUEST_INC_000573	Du musst dich daher einer leichten Prüfung unterziehen. Jage 20 Driller in Darkon. Weder Small noch Captain - nur die Driller.
IDS_PROPQUEST_INC_000574	Ich setze auf deine Fähigkeiten.
IDS_PROPQUEST_INC_000575	Du solltest besser aufhören, zu versuchen der Nachfolger des Rangers zu werden, wenn du selbst diese leichte Prüfung nicht bestehen kannst.
IDS_PROPQUEST_INC_000576	Gut gemacht. Du hast die erste Prüfung bestanden.
IDS_PROPQUEST_INC_000577	Wenn du es nicht schaffst, 20 zu jagen, wird dich der Geist des Rangers nicht auswählen.
IDS_PROPQUEST_INC_000578	Du hast dich als der Nachfolge des Rangers nicht würdig erwiesen.
IDS_PROPQUEST_INC_000579	Ich bin nicht sicher, ob du der Nachfolge des Rangers würdig bist. Jage 20 Driller als leichte Prüfung.
IDS_PROPQUEST_INC_000580	
IDS_PROPQUEST_INC_000581	Der Brief des Rangers
IDS_PROPQUEST_INC_000582	Gratulation! Du hast die Prüfung bestanden. Dafür gebe ich dir ein Empfehlungsschreiben. Gehe damit zum Ranger Weisen Kimel an der Quelle der verstorbenen Seelen in Flaris.
IDS_PROPQUEST_INC_000583	Zuvor musst du Rubo finden, der in der Gegend von Syliaca, nahe der Höhle von Darkon 2 lebt. Er hat Kimel den Brief gestohlen.
IDS_PROPQUEST_INC_000584	Jage ihn und überbringe den Brief.
IDS_PROPQUEST_INC_000585	Ich wünsche dir Glück.
IDS_PROPQUEST_INC_000586	Hast du denn kein Selbstvertrauen? Nichts ist unmöglich, solange du nur Selbstvertrauen besitzt. Ich hoffe, du wirst eine weise Entscheidung fällen.
