IDS_TEXTCLIENT_INC_000001	Karte
IDS_TEXTCLIENT_INC_000398	Die Benutzer ID muss zwischen 4 und 16 Zeichen lang sein. Sie kann mit Zahlen \n und Buchstaben kombiniert werden, aber darf nicht mit einer Zahl beginnen
IDS_TEXTCLIENT_INC_000399	Benutzername existiert bereits.
IDS_TEXTCLIENT_INC_000400	Unmöglich einen Spieler einzuladen. Egal ob du Party Leiter bist oder die Party ist bereits voll.
IDS_TEXTCLIENT_INC_000401	Die Einstellungen können nur vom Party Leiter geändert werden oder in der erweiterten Party.
IDS_TEXTCLIENT_INC_000402	Nicht genügend Penya.
IDS_TEXTCLIENT_INC_000403	Am Lodelight wiederbeleben.
IDS_TEXTCLIENT_INC_000404	Trage einen Namen zwischen 4 und 12 Zeichen ein.
IDS_TEXTCLIENT_INC_000405	Der Name muss zwischen 6 und 32 Zeichen lang sein.
IDS_TEXTCLIENT_INC_000406	Der Name kann nicht mit einer Zahl beginnen.
IDS_TEXTCLIENT_INC_000407	Du kannst keine STRG, Leertaste oder Sonderzeichen im Namen verwenden.
IDS_TEXTCLIENT_INC_000408	Du kannst keine Sonderzeichen im Namen verwenden.
IDS_TEXTCLIENT_INC_000409	Dieser Account wurde gesperrt. Bitte wende dich an den Kundendienst.
IDS_TEXTCLIENT_INC_000410	Falsches Passwort
IDS_TEXTCLIENT_INC_000411	Ein Fehler wurde entdeckt! Bitte wende dich an den Kundendienst.
IDS_TEXTCLIENT_INC_000412	Dieser Platz ist bereits in Gebrauch.
IDS_TEXTCLIENT_INC_000413	Nicht in der Lage den Skill zu verwenden.
IDS_TEXTCLIENT_INC_000414	Eines deiner Zeichen ist nicht erlaubt
IDS_TEXTCLIENT_INC_000415	Die Löschfunktion wird noch hinzugefügt.
IDS_TEXTCLIENT_INC_000416	Dein neues Passwort stimmt nicht mit dem Passwort überein, das du bestätigt hast. Bitte versuche es erneut.
IDS_TEXTCLIENT_INC_000417	Verbindung zum Server wurde unterbrochen.
IDS_TEXTCLIENT_INC_000418	Die erweiterte Party kann den Scout Skill verwenden um neue Mitglieder einzuladen.
IDS_TEXTCLIENT_INC_000419	Das Passwort sollte aus 4 Zahlen bestehen. Bitte versuche es erneut.
IDS_TEXTCLIENT_INC_000420	Dein Account muss aktiviert werden. Bitte log dich unter www.webzen.com ein.
IDS_TEXTCLIENT_INC_000421	Feature ist nicht verfügbar.
IDS_TEXTCLIENT_INC_000422	Falsches Passwort. Bitte versuche es erneut.
IDS_TEXTCLIENT_INC_000423	Dein Passwort muss zwischen 6 und 12 Zeichen lang sein. \n Für das Passwort sollten Buchstaben und Zahlen kombiniert werden.
IDS_TEXTCLIENT_INC_000424	Dein Passwort muss zwischen 6 und 12 Zeichen lang sein. \n Für das Passwort sollten Buchstaben und Zahlen kombiniert werden.
IDS_TEXTCLIENT_INC_000425	Name eintragen.
IDS_TEXTCLIENT_INC_000426	Diese ID wird bereits verwendet.
IDS_TEXTCLIENT_INC_000427	Der Party Name ist bereits in Verwendung. Bitte wähle einen anderen.
IDS_TEXTCLIENT_INC_000428	Der Charaktername ist bereits in Verwendung.
IDS_TEXTCLIENT_INC_000429	Alte Version des Clienten. \n Aktualisiere deinen Clienten \n Besuche www.webzen.com
IDS_TEXTCLIENT_INC_000430	Nicht genügend Platz in deinem Inventar.
IDS_TEXTCLIENT_INC_000431	Du kannst nur deine Klasse wechseln.
IDS_TEXTCLIENT_INC_000432	Falsche WEBZEN ID \n Du musst auf webzen.com\n registriert sein.
IDS_TEXTCLIENT_INC_000433	Hoppla. Versuchs nochmal.
IDS_TEXTCLIENT_INC_000434	Verbindung wird getrennt. \nBitte warten
IDS_TEXTCLIENT_INC_000435	Maximale Serverauslastung erreicht.
IDS_TEXTCLIENT_INC_000436	Dieser Account ist bereits online. Hast du dein Passwort weitergegeben? Ein GM fragt niemals nach dem Passwort.
IDS_TEXTCLIENT_INC_000437	Verbindung mit dem Spiel nicht möglich. \n Bitte überprüfe dein Netzwerk. \n Installiere deine Netzwerkverbindung neu.
IDS_TEXTCLIENT_INC_000438	Bitte gib dein Bankpasswort zur Bestätigung ein.
IDS_TEXTCLIENT_INC_000439	Möchtest du das Quest beenden?
IDS_TEXTCLIENT_INC_000440	Du kannst den Skill nicht verwenden. Nicht genügend Partypunkte.
IDS_TEXTCLIENT_INC_000441	Nur der Party Leader kann die Party Skills verwenden.
IDS_TEXTCLIENT_INC_000442	Nicht genügend Penya.
IDS_TEXTCLIENT_INC_000443	Du kannst den Skill nicht verwenden. Nicht genügend Partypunkte
IDS_TEXTCLIENT_INC_000444	Sorry. Kinder unter 12 Jahren sind nicht dazu berechtigt FlyFF zu spielen.
IDS_TEXTCLIENT_INC_000445	Dieser Spieler befindet sich bereits in deiner Freundesliste.
IDS_TEXTCLIENT_INC_000446	Bitte wähle einen Charakter.
IDS_TEXTCLIENT_INC_000447	Service nicht verfügbar. Bitte lese die News auf der Webseite.
IDS_TEXTCLIENT_INC_000448	Du kannst keine Items dem Handelsfenster entnehmen oder hinzufügen, nachdem auf OK geklickt hast.
IDS_TEXTCLIENT_INC_000449	Active Desktop Button Controller Test
IDS_TEXTCLIENT_INC_000450	Du kannst dich nicht selbst zu deiner Liste hinzufügen. Bitte wähle einen anderen Charakter.
IDS_TEXTCLIENT_INC_000451	Der Name ist zu lang. Bitte versuche es erneut.
IDS_TEXTCLIENT_INC_000452	Du musst 15 oder älter sein, um Fly For Fun spielen zu können.
IDS_TEXTCLIENT_INC_000453	%s ist bereits in deinem Messenger.
IDS_TEXTCLIENT_INC_000454	%s ist gerade nicht online.
IDS_TEXTCLIENT_INC_000455	%s existiert nicht im Spiel.
IDS_TEXTCLIENT_INC_000456	Ivillis
IDS_TEXTCLIENT_INC_000457	Shade
IDS_TEXTCLIENT_INC_000458	Bubble
IDS_TEXTCLIENT_INC_000459	Dwarpet
IDS_TEXTCLIENT_INC_000460	Master Dwarpet
IDS_TEXTCLIENT_INC_000461	Du kannst dieses Item nicht anlegen, weil dein Level nicht hoch genug ist. (Min. Lvl: %s)
IDS_TEXTCLIENT_INC_000462	[Shop] %s
IDS_TEXTCLIENT_INC_000463	Dieses Feature wird zur Zeit getestet.
IDS_TEXTCLIENT_INC_000464	Server wurde gestartet
IDS_TEXTCLIENT_INC_000465	Fehler Code : %d, Nachricht : %s
IDS_TEXTCLIENT_INC_000466	Exp., Penya, und Droprate wurden auf %d (1~4) geändert
IDS_TEXTCLIENT_INC_000467	Du musst dich für eine Klasse mit Level 15 entscheiden.
IDS_TEXTCLIENT_INC_000468	Du kannst ein Level zwischen 2 und 99 wählen.
IDS_TEXTCLIENT_INC_000469	Set %s Skill Level: 1 ~ %d.
IDS_TEXTCLIENT_INC_000470	/slv %d %d
IDS_TEXTCLIENT_INC_000471	Bitte wähle einen Skill aus deinem Skillfenster.
IDS_TEXTCLIENT_INC_000472	ATK :
IDS_TEXTCLIENT_INC_000473	ATK :
IDS_TEXTCLIENT_INC_000474	Angriffstempo: %s
IDS_TEXTCLIENT_INC_000475	Einhandwaffe
IDS_TEXTCLIENT_INC_000476	Zweihandwaffe
IDS_TEXTCLIENT_INC_000477	Maximale Kapazität: %d
IDS_TEXTCLIENT_INC_000478	Kaliber : %d
IDS_TEXTCLIENT_INC_000479	Nachladezeit: %d
IDS_TEXTCLIENT_INC_000480	Du kannst dies verwenden, nachdem du deine Klasse geändert hast.
IDS_TEXTCLIENT_INC_000481	Geschwindigkeitsauswirkungen: %d
IDS_TEXTCLIENT_INC_000482	Ben. Klasse: Vagrant
IDS_TEXTCLIENT_INC_000483	Ben. Klasse: Mercenary
IDS_TEXTCLIENT_INC_000484	Ben. Klasse: Acrobat
IDS_TEXTCLIENT_INC_000485	Ben. Klasse: Assist
IDS_TEXTCLIENT_INC_000486	Ben. Klasse: Magician
IDS_TEXTCLIENT_INC_000487	Ben. Klasse: Puppeteer
IDS_TEXTCLIENT_INC_000488	Ben. Klasse: Knight
IDS_TEXTCLIENT_INC_000489	Ben. Klasse: Blade
IDS_TEXTCLIENT_INC_000490	Ben. Klasse: Jester
IDS_TEXTCLIENT_INC_000491	Ben. Klasse: Ranger
IDS_TEXTCLIENT_INC_000492	Ben. Klasse: Ringmaster
IDS_TEXTCLIENT_INC_000493	Ben. Klasse: Billposter
IDS_TEXTCLIENT_INC_000494	Ben. Klasse: Psykeeper
IDS_TEXTCLIENT_INC_000495	Ben. Klasse: Elementor
IDS_TEXTCLIENT_INC_000496	Ben. Klasse: Gatekeeper
IDS_TEXTCLIENT_INC_000497	Ben. Klasse: Doppler
IDS_TEXTCLIENT_INC_000498	Ben. STR: %d
IDS_TEXTCLIENT_INC_000499	Ben. STA: %d
IDS_TEXTCLIENT_INC_000500	Ben. DEX: %d
IDS_TEXTCLIENT_INC_000501	Ben. INT: %d
IDS_TEXTCLIENT_INC_000502	Haltbarkeit:
IDS_TEXTCLIENT_INC_000503	MP Wiederherst. Rate: %d
IDS_TEXTCLIENT_INC_000504	HP Wiederherst. Rate: %d
IDS_TEXTCLIENT_INC_000505	FP Wiederherst. Rate: %d
IDS_TEXTCLIENT_INC_000506	Maximum Wiederherst. Rate: %d
IDS_TEXTCLIENT_INC_000507	Verbleibende EXP: %d
IDS_TEXTCLIENT_INC_000508	Gewicht: %d
IDS_TEXTCLIENT_INC_000509	Kosten: %d
IDS_TEXTCLIENT_INC_000510	Verkaufspreis: %d
IDS_TEXTCLIENT_INC_000511	SEX: Männlich
IDS_TEXTCLIENT_INC_000512	SEX: Weiblich
IDS_TEXTCLIENT_INC_000513	Level: %d
IDS_TEXTCLIENT_INC_000514	Job Level: %d
IDS_TEXTCLIENT_INC_000515	Erweiterte Party
IDS_TEXTCLIENT_INC_000516	Boss Monster entdeckt!!!
IDS_TEXTCLIENT_INC_000517	Angriffsrate : %d
IDS_TEXTCLIENT_INC_000518	Verteidigung:
IDS_TEXTCLIENT_INC_000519	Verteidigung:
IDS_TEXTCLIENT_INC_000520	Verteidigung: %d
IDS_TEXTCLIENT_INC_000521	Ausweichrate : %d
IDS_TEXTCLIENT_INC_000522	Blitzwiderstand : %d
IDS_TEXTCLIENT_INC_000523	Wasserwiderstand : %d
IDS_TEXTCLIENT_INC_000524	Benötigtes Level : %d
IDS_TEXTCLIENT_INC_000525	Feuerwiderstand : %d
IDS_TEXTCLIENT_INC_000526	Dunkelwiderstand : %d
IDS_TEXTCLIENT_INC_000527	Windwiderstand : %d
IDS_TEXTCLIENT_INC_000528	Erdwiderstand : %d
IDS_TEXTCLIENT_INC_000529	Verbunden mit Server: %s / Channel: %d
IDS_TEXTCLIENT_INC_000530	#cffff0000%s Verbindung nicht möglich#nc
IDS_TEXTCLIENT_INC_000531	Normal
IDS_TEXTCLIENT_INC_000532	Belebt
IDS_TEXTCLIENT_INC_000533	Stärke: %d
IDS_TEXTCLIENT_INC_000534	Vitalität: %d
IDS_TEXTCLIENT_INC_000535	Agilität : %d
IDS_TEXTCLIENT_INC_000536	Intelligenz : %d
IDS_TEXTCLIENT_INC_000537	Level : %d
IDS_TEXTCLIENT_INC_000538	Reparaturkosten : %d
IDS_TEXTCLIENT_INC_000539	Dieses Item muss nicht repariert werden.
IDS_TEXTCLIENT_INC_000540	Dieses Item kann nicht repariert werden.
IDS_TEXTCLIENT_INC_000541	Du kannst ein ausgerüstetes Item nicht reparieren.
IDS_TEXTCLIENT_INC_000542	Du kannst nicht mit %s handeln, während er ein Item repariert.
IDS_TEXTCLIENT_INC_000543	Du kannst ein Item nicht verwenden, während er repariert wird.
IDS_TEXTCLIENT_INC_000544	Du kannst ein Item nicht verwenden, während er repariert wird.
IDS_TEXTCLIENT_INC_000545	Du kannst ein Item nicht wegwerfen, während er repariert wird.
IDS_TEXTCLIENT_INC_000546	Du hast nicht genug Penya.
IDS_TEXTCLIENT_INC_000547	Du reparierst dieses Item schon.
IDS_TEXTCLIENT_INC_000548	Du kannst ein Item während dem Handeln nicht reparieren.
IDS_TEXTCLIENT_INC_000549	Es ist kein Item zum Reparieren vorhanden.
IDS_TEXTCLIENT_INC_000550	Dieses Item muss nicht repariert werden.
IDS_TEXTCLIENT_INC_000551	Du kannst ein Item nicht reparieren, während du das Lagerhaus benutzt.
IDS_TEXTCLIENT_INC_000552	Du kannst ein Item nicht reparieren, der sich gerade im Handel befindet.
IDS_TEXTCLIENT_INC_000553	Du kannst ein Item während dem Handel nicht reparieren.
IDS_TEXTCLIENT_INC_000554	Du kannst ein Item nicht reparieren, während du den Beauty Shop verwendest.
IDS_TEXTCLIENT_INC_000555	(Männlich)
IDS_TEXTCLIENT_INC_000556	(Weiblich)
IDS_TEXTCLIENT_INC_000557	Hotkey
IDS_TEXTCLIENT_INC_000558	Reparieren
IDS_TEXTCLIENT_INC_000559	Alle Items wurden repariert.
IDS_TEXTCLIENT_INC_000560	Bedingung : Abgeschlossen
IDS_TEXTCLIENT_INC_000561	Alle
IDS_TEXTCLIENT_INC_000562	Gib niemals dein Passwort weiter! \nVerbinde. Viel Spaß beim Spielen.
IDS_TEXTCLIENT_INC_000563	Dieser Account ist bereits verbunden. Möchtest du die bestehende Verbindung trennen?
IDS_TEXTCLIENT_INC_000564	%s fordert dich zu einem Duell heraus. \n Nimmst du an?
IDS_TEXTCLIENT_INC_000565	%s fordert dich zu einem Party Duell heraus. \n Nimmst du an?
IDS_TEXTCLIENT_INC_000566	Inbox
IDS_TEXTCLIENT_INC_000567	Möchtest du die Verbindung trennen?
IDS_TEXTCLIENT_INC_000568	Möchtest du das Programm beenden?
IDS_TEXTCLIENT_INC_000569	%s möchte dein Freund sein. \n Nimmst du an?
IDS_TEXTCLIENT_INC_000570	%s möchte dich zur Party einladen. \n Nimmst du an?
IDS_TEXTCLIENT_INC_000571	Du kannst diesen Charakter nicht verwenden.
IDS_TEXTCLIENT_INC_000572	Account Login ist unmöglich.
IDS_TEXTCLIENT_INC_000573	Gib niemals dein Passwort weiter! \nLaden. Bitte warten.
IDS_TEXTCLIENT_INC_000574	Klasse : Vagrant
IDS_TEXTCLIENT_INC_000575	Klasse : Mercenary
IDS_TEXTCLIENT_INC_000576	Klasse : Acrobat
IDS_TEXTCLIENT_INC_000577	Klasse : Assist
IDS_TEXTCLIENT_INC_000578	Klasse : Magician
IDS_TEXTCLIENT_INC_000579	Klasse : Puppeteer
IDS_TEXTCLIENT_INC_000580	Klasse : Guard
IDS_TEXTCLIENT_INC_000581	Klasse : Strongman
IDS_TEXTCLIENT_INC_000582	Klasse : Jester
IDS_TEXTCLIENT_INC_000583	Klasse : Dancer
IDS_TEXTCLIENT_INC_000584	Klasse : Ringmaster
IDS_TEXTCLIENT_INC_000585	Klasse : Billposter
IDS_TEXTCLIENT_INC_000586	Klasse : Rainmaker
IDS_TEXTCLIENT_INC_000587	Klasse : Earthweiler
IDS_TEXTCLIENT_INC_000588	Klasse : Gatekeeper
IDS_TEXTCLIENT_INC_000589	Klasse : Doppler
IDS_TEXTCLIENT_INC_000590	Item
IDS_TEXTCLIENT_INC_000591	Motion
IDS_TEXTCLIENT_INC_000592	Basis
IDS_TEXTCLIENT_INC_000593	Details
IDS_TEXTCLIENT_INC_000594	Job
IDS_TEXTCLIENT_INC_000595	Lodelight ist der Wiederbelebungsort, für gestorbene Charaktere.
IDS_TEXTCLIENT_INC_000596	Lodestar ist ein Ort der in der Nähe der Stadt liegt und ein \n Wiederbelebungsort für gestorbene Charaktere ist.
IDS_TEXTCLIENT_INC_000597	Job Skills
IDS_TEXTCLIENT_INC_000598	Informationen
IDS_TEXTCLIENT_INC_000599	Skills
IDS_TEXTCLIENT_INC_000600	Party
IDS_TEXTCLIENT_INC_000601	Erweiterte Party
IDS_TEXTCLIENT_INC_000602	Status : In Arbeit
IDS_TEXTCLIENT_INC_000603	Status : Abgeschlossen
IDS_TEXTCLIENT_INC_000604	Möchtest du Stärke erhöhen?
IDS_TEXTCLIENT_INC_000605	Möchtest du Ausdauer erhöhen?
IDS_TEXTCLIENT_INC_000606	Möchtest du Geschicklichkeit erhöhen?
IDS_TEXTCLIENT_INC_000607	Möchtest du Intelligenz erhöhen?
IDS_TEXTCLIENT_INC_000608	Bitte bestimme die Menge der Items, die du kaufen/verkaufen möchtest.(1 ~ 99).
IDS_TEXTCLIENT_INC_000609	Deine Anfrage übersteigt den Vorrat des Items.
IDS_TEXTCLIENT_INC_000610	Erlaubnis zur Ansicht der Ausrüstung abgelehnt.
IDS_TEXTCLIENT_INC_000611	Du hast kein Aviation Fuel mehr. Bitte nachfüllen.
IDS_TEXTCLIENT_INC_000612	Du hast kein Accelerating Fuel mehr. Bitte nachfüllen.
IDS_TEXTCLIENT_INC_000613	Du kannst nur einen Besen benutzen.
IDS_TEXTCLIENT_INC_000614	Du kannst nur ein Board benutzen.
IDS_TEXTCLIENT_INC_000615	Der Besen ist nur für Mercenary und Assist.
IDS_TEXTCLIENT_INC_000616	Der Besen ist nur für Magician.
IDS_TEXTCLIENT_INC_000617	Dein Level ist zu niedrig um es zu benutzen.
IDS_TEXTCLIENT_INC_000618	Aktuelles Level : %d
IDS_TEXTCLIENT_INC_000619	Spielzeit : %d Std %d Min
IDS_TEXTCLIENT_INC_000620	Derzeitiges Quest : %s
IDS_TEXTCLIENT_INC_000621	Trainer
IDS_TEXTCLIENT_INC_000622	Fighter
IDS_TEXTCLIENT_INC_000623	Gladiator
IDS_TEXTCLIENT_INC_000624	Berserker
IDS_TEXTCLIENT_INC_000625	Wardancer
IDS_TEXTCLIENT_INC_000626	Apprentice
IDS_TEXTCLIENT_INC_000627	Mage
IDS_TEXTCLIENT_INC_000628	War Mage
IDS_TEXTCLIENT_INC_000629	Grand Mage
IDS_TEXTCLIENT_INC_000630	Arch Mage
IDS_TEXTCLIENT_INC_000631	Protector
IDS_TEXTCLIENT_INC_000632	Guardian
IDS_TEXTCLIENT_INC_000633	Knight
IDS_TEXTCLIENT_INC_000634	Paladin
IDS_TEXTCLIENT_INC_000635	Crusader
IDS_TEXTCLIENT_INC_000636	Von %s
IDS_TEXTCLIENT_INC_000637	 hat
IDS_TEXTCLIENT_INC_000638	
IDS_TEXTCLIENT_INC_000639	 hat sich angemeldet.
IDS_TEXTCLIENT_INC_000640	Wähle die Anzahl
IDS_TEXTCLIENT_INC_000641	Wähle die Anzahl
IDS_TEXTCLIENT_INC_000642	Penya :
IDS_TEXTCLIENT_INC_000643	Anzahl :
IDS_TEXTCLIENT_INC_000644	Leader
IDS_TEXTCLIENT_INC_000645	Mitglieder
IDS_TEXTCLIENT_INC_000646	Neuverteilung der Punkte nach Lvl 15.
IDS_TEXTCLIENT_INC_000647	Willst du den Handel annehmen?
IDS_TEXTCLIENT_INC_000648	Willst du die Party verlassen?
IDS_TEXTCLIENT_INC_000649	Soll der Spieler entfernt werden?
IDS_TEXTCLIENT_INC_000650	%d neue PM(s) im Postfach.
IDS_TEXTCLIENT_INC_000651	Deine Nachricht konnte nicht gesendet werden. Der Eingang des Empfängers ist voll.
IDS_TEXTCLIENT_INC_000652	Deine Nachricht konnte nicht gesendet werden. Der Inhalt könnte zu lang sein.
IDS_TEXTCLIENT_INC_000653	Du bist bereits der Leader.
IDS_TEXTCLIENT_INC_000654	Bitte wähle ein Mitglied.
IDS_TEXTCLIENT_INC_000655	Nur der Party Leiter kann ein Mitglied im Party Fenster wählen.
IDS_TEXTCLIENT_INC_000656	Der Gegenstand ist nicht zum kämpfen geeignet. Es sollte repariert werden.
IDS_TEXTCLIENT_INC_000657	Eine Notiz versenden.
IDS_TEXTCLIENT_INC_000658	Die maximale Anzahl der Spieler der registrierten Spieler im Messenger ist 200.
IDS_TEXTCLIENT_INC_000659	%s hat dich in seinem Messenger eingetragen.
IDS_TEXTCLIENT_INC_000660	Du benutzt %s.
IDS_TEXTCLIENT_INC_000661	%s benutzt %s.
IDS_TEXTCLIENT_INC_000662	Du hast eine PM versendet.
IDS_TEXTCLIENT_INC_000663	Du hast dem Handel zugestimmt.
IDS_TEXTCLIENT_INC_000664	Du hast den Handel abgelehnt.
IDS_TEXTCLIENT_INC_000665	Anflüstern erlaubt.
IDS_TEXTCLIENT_INC_000666	Anflüstern abgelehnt.
IDS_TEXTCLIENT_INC_000667	Du erlaubst die Partyeinladung
IDS_TEXTCLIENT_INC_000668	Du verweigerst die Partyeinladung
IDS_TEXTCLIENT_INC_000669	Verbindungsstatus anzeigen
IDS_TEXTCLIENT_INC_000670	Verbindungsstatus verbergen
IDS_TEXTCLIENT_INC_000671	Freundesanfragen erlauben
IDS_TEXTCLIENT_INC_000672	Freundesanfragen ablehnen
IDS_TEXTCLIENT_INC_000673	Du darfst jetzt Schreien.
IDS_TEXTCLIENT_INC_000674	Du bist viel zu laut.
IDS_TEXTCLIENT_INC_000675	Du kannst die Party während dem Party PvP nicht verlassen.
IDS_TEXTCLIENT_INC_000676	Du kannst einen anderen Spieler während einem Party PvP in die Party einladen.
IDS_TEXTCLIENT_INC_000677	Du kannst während einem Party PvP die Leitung der Party nicht abgeben..
IDS_TEXTCLIENT_INC_000678	Du kannst kein Party PvP machen. Ein Mitglied deiner Party ist unter Level 15.
IDS_TEXTCLIENT_INC_000679	Du kannst kein Party PvP machen. Ein Mitglied der anderen Party ist unter Level 15.
IDS_TEXTCLIENT_INC_000680	Es nicht nicht möglich einen Flugitem während dem Party PvP zu verwenden.
IDS_TEXTCLIENT_INC_000681	Es nicht nicht möglich einen Blinkwink während dem Party PvP zu verwenden.
IDS_TEXTCLIENT_INC_000682	Das Party PvP hat begonnen.
IDS_TEXTCLIENT_INC_000683	Du hast das Party PvP gewonnen. Du hast %d Ruhmpunkte erhalten.
IDS_TEXTCLIENT_INC_000684	Du hast das Party PvP verloren. Du hast %d Ruhmpunkte verloren.
IDS_TEXTCLIENT_INC_000685	Die gegnerische Party befindet sich bereits in einem Party PvP.
IDS_TEXTCLIENT_INC_000686	Es sind keine Mitglieder in der Party.
IDS_TEXTCLIENT_INC_000687	Handeln benötigt Zeit. Bitte versuche es später wieder.
IDS_TEXTCLIENT_INC_000688	Handeln benötigt Zeit. Bitte versuche es später wieder.
IDS_TEXTCLIENT_INC_000689	Du hast diesen Spieler bereits eingeladen. Versuch es in ein paar Minuten wieder.
IDS_TEXTCLIENT_INC_000690	Du hast diese Party bereits zu einem Duell herausgefordert. Versuch es in ein paar Minuten wieder.
IDS_TEXTCLIENT_INC_000691	Du benutzt dieses Item bereits. Versuche es wieder, nachdem die Wirkung verschwunden ist.
IDS_TEXTCLIENT_INC_000692	Du kannst keine Premium Items tauschen.
IDS_TEXTCLIENT_INC_000693	Du kannst ein Premium Item nicht wegwerfen.
IDS_TEXTCLIENT_INC_000694	Information
IDS_TEXTCLIENT_INC_000695	Mitglieder
IDS_TEXTCLIENT_INC_000696	Titel
IDS_TEXTCLIENT_INC_000697	Abgaben :
IDS_TEXTCLIENT_INC_000698	Penya Abgaben :
IDS_TEXTCLIENT_INC_000699	Anzahl der Niederlagen :
IDS_TEXTCLIENT_INC_000700	Mitglied befördern
IDS_TEXTCLIENT_INC_000701	Mitglied degradieren
IDS_TEXTCLIENT_INC_000702	Abzeichen hinzufügen
IDS_TEXTCLIENT_INC_000703	Abzeichen entfernen
IDS_TEXTCLIENT_INC_000704	Mitglied entlassen
IDS_TEXTCLIENT_INC_000705	Nickname vergeben
IDS_TEXTCLIENT_INC_000706	Gildengehalt von %d Penya erhalten. Logge dich wieder ein um den Betrag zu erhalten.
IDS_TEXTCLIENT_INC_000707	Der Spieler %s hat die Gilde %s genannt.
IDS_TEXTCLIENT_INC_000708	%s wurde befördert.
IDS_TEXTCLIENT_INC_000709	%s wurde degradiert.
IDS_TEXTCLIENT_INC_000710	Die Klasse von %s ist aufgestiegen.
IDS_TEXTCLIENT_INC_000711	Die Klasse von %s ist gesunken.
IDS_TEXTCLIENT_INC_000712	%s ist auch bekannt als %s.
IDS_TEXTCLIENT_INC_000713	Der Spieler hat bereits einen Nickname.
IDS_TEXTCLIENT_INC_000714	Das Gilden Level ist gestiegen.
IDS_TEXTCLIENT_INC_000715	Nicht in der Lage einen Gilden Cloak zu erstellen. Nicht genügend Penya im Gildenlagerhaus.
IDS_TEXTCLIENT_INC_000716	Abgabe von Penya an die Gilde.
IDS_TEXTCLIENT_INC_000717	Es ist nicht möglich etwas abzugeben. Die Gilde hat ihr maximales Level erreicht.
IDS_TEXTCLIENT_INC_000718	Du kannst nur einen vollen PXP Balken an die Gilde abgeben (100% PXP).
IDS_TEXTCLIENT_INC_000719	Maximale Penya Abgabe erreicht.
IDS_TEXTCLIENT_INC_000720	Du kannst maximal 420.000.000 Penya in der Gildenbank lagern.
IDS_TEXTCLIENT_INC_000721	Es ist nicht möglich etwas im Gildenlagerhaus zu lagern. Du hast nicht genug Penya.
IDS_TEXTCLIENT_INC_000722	System Fehler. Abgabe fehlgeschlagen.
IDS_TEXTCLIENT_INC_000723	Du musst Level 15 sein um deine Klasse zu wechseln.
IDS_TEXTCLIENT_INC_000724	Du kannst dir selbst keine Nachricht senden.
IDS_TEXTCLIENT_INC_000725	Eine Gildennotiz wurde verkündet. Bitte überprüfe das Gildenfenster.
IDS_TEXTCLIENT_INC_000726	Ein Gilden Cloak wurde erstellt.
IDS_TEXTCLIENT_INC_000727	Du hast noch kein Gildenemblem. Bitte wähle ein Gildenemblem aus.
IDS_TEXTCLIENT_INC_000728	Der Gildenname kann nur einmal geändert werden.
IDS_TEXTCLIENT_INC_000729	Kann nur vom Gildenmeister geändert werden
IDS_TEXTCLIENT_INC_000730	Gildenemblem wurde bereits ausgewählt.
IDS_TEXTCLIENT_INC_000731	Gildenlevel ist zu niedrig.
IDS_TEXTCLIENT_INC_000732	Die Autorität von jedem Titel wurde geändert.
IDS_TEXTCLIENT_INC_000733	Der Sold für jeden Titel wurde geändert.
IDS_TEXTCLIENT_INC_000734	Bitte trage eine Zahl ein.
IDS_TEXTCLIENT_INC_000735	Das Gildenlagerhaus ist voll.
IDS_TEXTCLIENT_INC_000736	Der Spieler ist kein Mitglied der Gilde %s mehr.
IDS_TEXTCLIENT_INC_000737	Der eingeladene Charakter ist offline.
IDS_TEXTCLIENT_INC_000738	Du kannst den Rang eines Spielers nicht ändern, dessen Rang höher ist als deiner.
IDS_TEXTCLIENT_INC_000739	Du bist nicht berechtigt, dies zu tun.
IDS_TEXTCLIENT_INC_000740	Du bist nicht berechtigt, dies zu tun.
IDS_TEXTCLIENT_INC_000741	Die maximale Anzahl für diesen Titel ist erreicht.
IDS_TEXTCLIENT_INC_000742	Du bist nicht berechtigt, dies zu tun.
IDS_TEXTCLIENT_INC_000743	Es ist dir nicht möglich eine Abgabe zu tätigen. Bitte deinen Gildenmeister, den Namen der Gilde zu ändern.
IDS_TEXTCLIENT_INC_000744	Beste Gilde
IDS_TEXTCLIENT_INC_000745	Beste Gilde des Landes
IDS_TEXTCLIENT_INC_000746	Reichste Gilde
IDS_TEXTCLIENT_INC_000747	Gilde mit den meisten Siegen
IDS_TEXTCLIENT_INC_000748	Gilde mit den meisten Niederlagen
IDS_TEXTCLIENT_INC_000749	Gilde mit den meisten Niederlagen wegen Rückzug
IDS_TEXTCLIENT_INC_000750	Höchstes Gilden Level
IDS_TEXTCLIENT_INC_000751	Längste Spielzeit
IDS_TEXTCLIENT_INC_000752	Gildenkrieg
IDS_TEXTCLIENT_INC_000753	Du kannst dich nicht während eines Gildenkriegs duellieren.
IDS_TEXTCLIENT_INC_000754	Es ist nicht möglich die Mitgliederverwaltung während dem Gildenkrieg zu verwenden.
IDS_TEXTCLIENT_INC_000755	Du kannst deine Gilde während dem Gildenkrieg nicht auflösen.
IDS_TEXTCLIENT_INC_000756	Du kannst dein Gildenemblem während dem Gildenkrieg nicht ändern.
IDS_TEXTCLIENT_INC_000757	Du kannst auf diesem Server keinen Gildenkrieg austragen.
