IDS_PROPMOVER_TXT_000000	Default
IDS_PROPMOVER_TXT_002349	
IDS_PROPMOVER_TXT_002350	Music Clockworks Butler
IDS_PROPMOVER_TXT_002351	
IDS_PROPMOVER_TXT_002352	Music Mocomochi
IDS_PROPMOVER_TXT_002353	
IDS_PROPMOVER_TXT_002354	Overseer Pet
IDS_PROPMOVER_TXT_002355	
IDS_PROPMOVER_TXT_002356	Thanksgiving Piñatabox
IDS_PROPMOVER_TXT_002357	
IDS_PROPMOVER_TXT_002358	Christmas Green Chameleon
IDS_PROPMOVER_TXT_002359	
IDS_PROPMOVER_TXT_002360	Christmas Red Chameleon
IDS_PROPMOVER_TXT_002361	
IDS_PROPMOVER_TXT_002362	IDS_PROPMOVER_TXT_002362
IDS_PROPMOVER_TXT_002363	
IDS_PROPMOVER_TXT_002364	New Year Red Tiger
IDS_PROPMOVER_TXT_002365	
IDS_PROPMOVER_TXT_002366	New Year Blue Tiger
IDS_PROPMOVER_TXT_002367	
IDS_PROPMOVER_TXT_002368	
IDS_PROPMOVER_TXT_002369	
IDS_PROPMOVER_TXT_002370	
IDS_PROPMOVER_TXT_002371	
IDS_PROPMOVER_TXT_002372	
IDS_PROPMOVER_TXT_002373	
IDS_PROPMOVER_TXT_002374	
IDS_PROPMOVER_TXT_002375	
IDS_PROPMOVER_TXT_002376	
IDS_PROPMOVER_TXT_002377	
IDS_PROPMOVER_TXT_002378	
IDS_PROPMOVER_TXT_002379	
IDS_PROPMOVER_TXT_002380	
IDS_PROPMOVER_TXT_002381	
IDS_PROPMOVER_TXT_002382	
IDS_PROPMOVER_TXT_002383	
IDS_PROPMOVER_TXT_002384	
IDS_PROPMOVER_TXT_002385	
IDS_PROPMOVER_TXT_002386	
IDS_PROPMOVER_TXT_002387	
IDS_PROPMOVER_TXT_002388	
IDS_PROPMOVER_TXT_002389	
IDS_PROPMOVER_TXT_002390	
IDS_PROPMOVER_TXT_002391	
IDS_PROPMOVER_TXT_002392	
IDS_PROPMOVER_TXT_002393	
IDS_PROPMOVER_TXT_002394	
IDS_PROPMOVER_TXT_002395	
IDS_PROPMOVER_TXT_002396	
IDS_PROPMOVER_TXT_002397	
IDS_PROPMOVER_TXT_002398	
IDS_PROPMOVER_TXT_002399	
IDS_PROPMOVER_TXT_002400	
IDS_PROPMOVER_TXT_002401	
IDS_PROPMOVER_TXT_002402	
IDS_PROPMOVER_TXT_002403	
IDS_PROPMOVER_TXT_002404	
IDS_PROPMOVER_TXT_002405	
IDS_PROPMOVER_TXT_002406	
IDS_PROPMOVER_TXT_002407	
IDS_PROPMOVER_TXT_002408	Shiba Inu
IDS_PROPMOVER_TXT_002409	
IDS_PROPMOVER_TXT_002410	Sakura Spirit
IDS_PROPMOVER_TXT_002411	
IDS_PROPMOVER_TXT_002412	Rhisis Monument of Life
IDS_PROPMOVER_TXT_002413	
IDS_PROPMOVER_TXT_002414	Rhisis Monument of Death
IDS_PROPMOVER_TXT_002415	
IDS_PROPMOVER_TXT_002416	Rhisis soul Monument 
IDS_PROPMOVER_TXT_002417	
IDS_PROPMOVER_TXT_002418	Kalgas Guardian of Life
IDS_PROPMOVER_TXT_002419	
IDS_PROPMOVER_TXT_002420	Kalgas Guardian of Death
IDS_PROPMOVER_TXT_002421	
IDS_PROPMOVER_TXT_002422	Kalgas Soul Guardian 
IDS_PROPMOVER_TXT_002423	
IDS_PROPMOVER_TXT_002424	Osterhase
IDS_PROPMOVER_TXT_002425	
