IDS_PROPITEM_TXT_000000	Default
IDS_PROPITEM_TXT_000617	
IDS_PROPITEM_TXT_000618	Tri Finger Yoyo
IDS_PROPITEM_TXT_000619	
IDS_PROPITEM_TXT_000620	Tensu Yoyo
IDS_PROPITEM_TXT_000621	
IDS_PROPITEM_TXT_000622	Imperial Yoyo
IDS_PROPITEM_TXT_000623	
IDS_PROPITEM_TXT_000624	Emporer Yoyo
IDS_PROPITEM_TXT_000625	
IDS_PROPITEM_TXT_000626	Death Flower Yoyo
IDS_PROPITEM_TXT_000627	
IDS_PROPITEM_TXT_000628	Dicein Yoyo
IDS_PROPITEM_TXT_000629	
IDS_PROPITEM_TXT_000630	Hyper Mirage Yoyo
IDS_PROPITEM_TXT_000631	
IDS_PROPITEM_TXT_000632	Miracle Yoyo
IDS_PROPITEM_TXT_000633	
IDS_PROPITEM_TXT_000634	Rider Yoyo
IDS_PROPITEM_TXT_000635	
IDS_PROPITEM_TXT_000636	Ridener Yoyo
IDS_PROPITEM_TXT_000637	
IDS_PROPITEM_TXT_000638	Free Hand Yoyo
IDS_PROPITEM_TXT_000639	
IDS_PROPITEM_TXT_000640	Firee Yoyo
IDS_PROPITEM_TXT_000641	
IDS_PROPITEM_TXT_000642	Hyper Impulse Yoyo
IDS_PROPITEM_TXT_000643	
IDS_PROPITEM_TXT_000644	Immote Yoyo
IDS_PROPITEM_TXT_000645	
IDS_PROPITEM_TXT_000646	Stealth Brain Yoyo
IDS_PROPITEM_TXT_000647	
IDS_PROPITEM_TXT_000648	Stencil Yoyo
IDS_PROPITEM_TXT_000649	
IDS_PROPITEM_TXT_000650	Red Eye Yoyo
IDS_PROPITEM_TXT_000651	
IDS_PROPITEM_TXT_000652	Repoyit Yoyo
IDS_PROPITEM_TXT_000653	
IDS_PROPITEM_TXT_000654	Gold Bug Yoyo
IDS_PROPITEM_TXT_000655	
IDS_PROPITEM_TXT_000656	Gelonde Yoyo
IDS_PROPITEM_TXT_000657	
IDS_PROPITEM_TXT_000658	Wing Force Yoyo
IDS_PROPITEM_TXT_000659	
IDS_PROPITEM_TXT_000660	Wingfull Yoyo
IDS_PROPITEM_TXT_000661	
IDS_PROPITEM_TXT_000662	Aqua Breath Yoyo
IDS_PROPITEM_TXT_000663	
IDS_PROPITEM_TXT_000664	Anakun Yoyo
IDS_PROPITEM_TXT_000665	
IDS_PROPITEM_TXT_000666	Circle Sica Yoyo
IDS_PROPITEM_TXT_000667	
IDS_PROPITEM_TXT_000668	Circern Yoyo
IDS_PROPITEM_TXT_000669	
IDS_PROPITEM_TXT_000670	Mirage Hander Yoyo
IDS_PROPITEM_TXT_000671	
IDS_PROPITEM_TXT_000672	Mishend Yoyo
IDS_PROPITEM_TXT_000673	
IDS_PROPITEM_TXT_000674	Sharpen Sling Yoyo
IDS_PROPITEM_TXT_000675	
IDS_PROPITEM_TXT_000676	Slinfes Yoyo
IDS_PROPITEM_TXT_000677	
IDS_PROPITEM_TXT_000678	Aranet Yoyo
IDS_PROPITEM_TXT_000679	
IDS_PROPITEM_TXT_000680	Akane Yoyo
IDS_PROPITEM_TXT_000681	
IDS_PROPITEM_TXT_000682	Clipeus Yoyo
IDS_PROPITEM_TXT_000683	
IDS_PROPITEM_TXT_000684	Clantob Yoyo
IDS_PROPITEM_TXT_000685	
IDS_PROPITEM_TXT_000686	Eclipse Yoyo
IDS_PROPITEM_TXT_000687	
IDS_PROPITEM_TXT_000688	Enaphoon Yoyo
IDS_PROPITEM_TXT_000689	
IDS_PROPITEM_TXT_000690	Corsesca Yoyo
IDS_PROPITEM_TXT_000691	
IDS_PROPITEM_TXT_000692	Coroner Yoyo
IDS_PROPITEM_TXT_000693	
IDS_PROPITEM_TXT_000694	Wooden Bow
IDS_PROPITEM_TXT_000695	
IDS_PROPITEM_TXT_000696	Woodness Bow
IDS_PROPITEM_TXT_000697	
IDS_PROPITEM_TXT_000698	Green Bow
IDS_PROPITEM_TXT_000699	
IDS_PROPITEM_TXT_000700	Greentin Bow
IDS_PROPITEM_TXT_000701	
IDS_PROPITEM_TXT_000702	Stinger Bow
IDS_PROPITEM_TXT_000703	
IDS_PROPITEM_TXT_000704	Stienger Bow
IDS_PROPITEM_TXT_000705	
IDS_PROPITEM_TXT_000706	Classic Bow
IDS_PROPITEM_TXT_000707	
IDS_PROPITEM_TXT_000708	Clasemit Bow
IDS_PROPITEM_TXT_000709	
IDS_PROPITEM_TXT_000710	Redwing Bow
IDS_PROPITEM_TXT_000711	
IDS_PROPITEM_TXT_000712	Redianer Bow
IDS_PROPITEM_TXT_000713	
IDS_PROPITEM_TXT_000714	Crystal Bow
IDS_PROPITEM_TXT_000715	
IDS_PROPITEM_TXT_000716	Cristia Bow
IDS_PROPITEM_TXT_000717	
IDS_PROPITEM_TXT_000718	Iron Bow
IDS_PROPITEM_TXT_000719	
IDS_PROPITEM_TXT_000720	Irun Bow
IDS_PROPITEM_TXT_000721	
IDS_PROPITEM_TXT_000722	Layered Bow
IDS_PROPITEM_TXT_000723	
IDS_PROPITEM_TXT_000724	Refometi Bow
IDS_PROPITEM_TXT_000725	
IDS_PROPITEM_TXT_000726	Crusader Bow
IDS_PROPITEM_TXT_000727	
IDS_PROPITEM_TXT_000728	Curusier Bow
IDS_PROPITEM_TXT_000729	
IDS_PROPITEM_TXT_000730	Siege Bow
IDS_PROPITEM_TXT_000731	
IDS_PROPITEM_TXT_000732	Siggers Bow
IDS_PROPITEM_TXT_000733	
IDS_PROPITEM_TXT_000734	Full Metal Bow
IDS_PROPITEM_TXT_000735	
IDS_PROPITEM_TXT_000736	Fullarch Bow
IDS_PROPITEM_TXT_000737	
IDS_PROPITEM_TXT_000738	Sentinel Bow
IDS_PROPITEM_TXT_000739	
IDS_PROPITEM_TXT_000740	Setien Bow
IDS_PROPITEM_TXT_000741	
IDS_PROPITEM_TXT_000742	Velinjack Bow
IDS_PROPITEM_TXT_000743	
IDS_PROPITEM_TXT_000744	Varife Bow
IDS_PROPITEM_TXT_000745	
IDS_PROPITEM_TXT_000746	Darkness Bow
IDS_PROPITEM_TXT_000747	
IDS_PROPITEM_TXT_000748	Defnan Bow
IDS_PROPITEM_TXT_000749	
IDS_PROPITEM_TXT_000750	Hydra Bow
IDS_PROPITEM_TXT_000751	
IDS_PROPITEM_TXT_000752	Hydron Bow
IDS_PROPITEM_TXT_000753	
IDS_PROPITEM_TXT_000754	Saint Bow
IDS_PROPITEM_TXT_000755	
IDS_PROPITEM_TXT_000756	Cenatin Bow
IDS_PROPITEM_TXT_000757	
IDS_PROPITEM_TXT_000758	Ciclone Bow
IDS_PROPITEM_TXT_000759	
IDS_PROPITEM_TXT_000760	Cyron Bow
IDS_PROPITEM_TXT_000761	
IDS_PROPITEM_TXT_000762	Saythpair Bow
IDS_PROPITEM_TXT_000763	
IDS_PROPITEM_TXT_000764	Sionic Bow
IDS_PROPITEM_TXT_000765	
IDS_PROPITEM_TXT_000766	Ragonail Bow
IDS_PROPITEM_TXT_000767	
IDS_PROPITEM_TXT_000768	Regen Bow
IDS_PROPITEM_TXT_000769	
IDS_PROPITEM_TXT_000770	Phionix Bow
IDS_PROPITEM_TXT_000771	
IDS_PROPITEM_TXT_000772	Fiont Bow
IDS_PROPITEM_TXT_000773	
IDS_PROPITEM_TXT_000774	Brikiel Bow
IDS_PROPITEM_TXT_000775	
IDS_PROPITEM_TXT_000776	Brouton Bow
IDS_PROPITEM_TXT_000777	
IDS_PROPITEM_TXT_000778	Seintibine Bow
IDS_PROPITEM_TXT_000779	
IDS_PROPITEM_TXT_000780	Sevoy Bow
IDS_PROPITEM_TXT_000781	
IDS_PROPITEM_TXT_000782	Wanderer Helmet (M)
IDS_PROPITEM_TXT_000783	
IDS_PROPITEM_TXT_000784	Wanderer Helmet (F)
IDS_PROPITEM_TXT_000785	
IDS_PROPITEM_TXT_000786	Traveler Helmet (M)
IDS_PROPITEM_TXT_000787	
IDS_PROPITEM_TXT_000788	Traveler Helmet (F)
IDS_PROPITEM_TXT_000789	
IDS_PROPITEM_TXT_000790	Apprentice Suit (M)
IDS_PROPITEM_TXT_000791	
IDS_PROPITEM_TXT_000792	Wanderer Suit (M)
IDS_PROPITEM_TXT_000793	
IDS_PROPITEM_TXT_000794	Traveler Suit (M)
IDS_PROPITEM_TXT_000795	
IDS_PROPITEM_TXT_000796	Apprentice Suit (F)
IDS_PROPITEM_TXT_000797	
IDS_PROPITEM_TXT_000798	Wanderer Suit (F)
IDS_PROPITEM_TXT_000799	
IDS_PROPITEM_TXT_000800	Traveler Suit (F)
IDS_PROPITEM_TXT_000801	
IDS_PROPITEM_TXT_000802	Apprentice Gauntlet (M)
IDS_PROPITEM_TXT_000803	
IDS_PROPITEM_TXT_000804	Wanderer Gauntlet (M)
IDS_PROPITEM_TXT_000805	
IDS_PROPITEM_TXT_000806	Traveler Gauntlet (M)
IDS_PROPITEM_TXT_000807	
IDS_PROPITEM_TXT_000808	Apprentice Gauntlet (F)
IDS_PROPITEM_TXT_000809	
IDS_PROPITEM_TXT_000810	Wanderer Gauntlet (F)
IDS_PROPITEM_TXT_000811	
IDS_PROPITEM_TXT_000812	Traveler Gauntlet (F)
IDS_PROPITEM_TXT_000813	
IDS_PROPITEM_TXT_000814	Apprentice Boots (M)
IDS_PROPITEM_TXT_000815	
IDS_PROPITEM_TXT_000816	Wanderer Boots (M)
IDS_PROPITEM_TXT_000817	
IDS_PROPITEM_TXT_000818	Traveler Boots (M)
IDS_PROPITEM_TXT_000819	
IDS_PROPITEM_TXT_000820	Apprentice Boots (F)
IDS_PROPITEM_TXT_000821	
IDS_PROPITEM_TXT_000822	Wanderer Boots (F)
IDS_PROPITEM_TXT_000823	
IDS_PROPITEM_TXT_000824	Traveler Boots (F)
IDS_PROPITEM_TXT_000825	
IDS_PROPITEM_TXT_000826	Vagrantus Helmet (F)
IDS_PROPITEM_TXT_000827	
IDS_PROPITEM_TXT_000828	Vagrantus Suit (F)
IDS_PROPITEM_TXT_000829	
IDS_PROPITEM_TXT_000830	Vagrantus Gauntlet (F)
IDS_PROPITEM_TXT_000831	
IDS_PROPITEM_TXT_000832	Vagrantus Boots (F)
IDS_PROPITEM_TXT_000833	
IDS_PROPITEM_TXT_000834	Vagrantus Helmet (M)
IDS_PROPITEM_TXT_000835	
IDS_PROPITEM_TXT_000836	Vagrantus Suit (M)
IDS_PROPITEM_TXT_000837	
IDS_PROPITEM_TXT_000838	Vagrantus Gauntlet (M)
IDS_PROPITEM_TXT_000839	
IDS_PROPITEM_TXT_000840	Vagrantus Boots (M)
IDS_PROPITEM_TXT_000841	
IDS_PROPITEM_TXT_000842	Explorer Helmet (F)
IDS_PROPITEM_TXT_000843	
IDS_PROPITEM_TXT_000844	Explorer Suit (F)
IDS_PROPITEM_TXT_000845	
IDS_PROPITEM_TXT_000846	Explorer Gauntlet (F)
IDS_PROPITEM_TXT_000847	
IDS_PROPITEM_TXT_000848	Explorer Boots (F)
IDS_PROPITEM_TXT_000849	
IDS_PROPITEM_TXT_000850	Explorer Helmet (M)
IDS_PROPITEM_TXT_000851	
IDS_PROPITEM_TXT_000852	Explorer Suit (M)
IDS_PROPITEM_TXT_000853	
IDS_PROPITEM_TXT_000854	Explorer Gauntlet (M)
IDS_PROPITEM_TXT_000855	
IDS_PROPITEM_TXT_000856	Explorer Boots (M)
IDS_PROPITEM_TXT_000857	
IDS_PROPITEM_TXT_000858	Stinger Helmet (F)
IDS_PROPITEM_TXT_000859	
IDS_PROPITEM_TXT_000860	Stinger Suit (F)
IDS_PROPITEM_TXT_000861	
IDS_PROPITEM_TXT_000862	Stinger Gauntlet (F)
IDS_PROPITEM_TXT_000863	
IDS_PROPITEM_TXT_000864	Stinger Boots (F)
IDS_PROPITEM_TXT_000865	
IDS_PROPITEM_TXT_000866	Stinger Helmet (M)
IDS_PROPITEM_TXT_000867	
IDS_PROPITEM_TXT_000868	Stinger Suit (M)
IDS_PROPITEM_TXT_000869	
IDS_PROPITEM_TXT_000870	Stinger Gauntlet (M)
IDS_PROPITEM_TXT_000871	
IDS_PROPITEM_TXT_000872	Stinger Boots (M)
IDS_PROPITEM_TXT_000873	
IDS_PROPITEM_TXT_000874	Curus Helmet (F)
IDS_PROPITEM_TXT_000875	
IDS_PROPITEM_TXT_000876	Curus Suit (F)
IDS_PROPITEM_TXT_000877	
IDS_PROPITEM_TXT_000878	Curus Gauntlet (F)
IDS_PROPITEM_TXT_000879	
IDS_PROPITEM_TXT_000880	Curus Boots (F)
IDS_PROPITEM_TXT_000881	
IDS_PROPITEM_TXT_000882	Curus Helmet (M)
IDS_PROPITEM_TXT_000883	
IDS_PROPITEM_TXT_000884	Curus Suit (M)
IDS_PROPITEM_TXT_000885	
IDS_PROPITEM_TXT_000886	Curus Gauntlet (M)
IDS_PROPITEM_TXT_000887	
IDS_PROPITEM_TXT_000888	Curus Boots (M)
IDS_PROPITEM_TXT_000889	
IDS_PROPITEM_TXT_000890	Niz Helmet (F)
IDS_PROPITEM_TXT_000891	
IDS_PROPITEM_TXT_000892	Niz Suit (F)
IDS_PROPITEM_TXT_000893	
IDS_PROPITEM_TXT_000894	Niz Gauntlet (F)
IDS_PROPITEM_TXT_000895	
IDS_PROPITEM_TXT_000896	Niz Boots (F)
IDS_PROPITEM_TXT_000897	
IDS_PROPITEM_TXT_000898	Niz Helmet (M)
IDS_PROPITEM_TXT_000899	
IDS_PROPITEM_TXT_000900	Niz Suit (M)
IDS_PROPITEM_TXT_000901	
IDS_PROPITEM_TXT_000902	Niz Gauntlet (M)
IDS_PROPITEM_TXT_000903	
IDS_PROPITEM_TXT_000904	Niz Boots (M)
IDS_PROPITEM_TXT_000905	
IDS_PROPITEM_TXT_000906	Comet Helmet (F)
IDS_PROPITEM_TXT_000907	
IDS_PROPITEM_TXT_000908	Comet Suit (F)
IDS_PROPITEM_TXT_000909	
IDS_PROPITEM_TXT_000910	Comet Gauntlet (F)
IDS_PROPITEM_TXT_000911	
IDS_PROPITEM_TXT_000912	Comet Boots (F)
IDS_PROPITEM_TXT_000913	
IDS_PROPITEM_TXT_000914	Comet Helmet (M)
IDS_PROPITEM_TXT_000915	
IDS_PROPITEM_TXT_000916	Comet Suit (M)
IDS_PROPITEM_TXT_000917	
IDS_PROPITEM_TXT_000918	Comet Gauntlet (M)
IDS_PROPITEM_TXT_000919	
IDS_PROPITEM_TXT_000920	Comet Boots (M)
IDS_PROPITEM_TXT_000921	
IDS_PROPITEM_TXT_000922	Miracle Helmet (F)
IDS_PROPITEM_TXT_000923	
IDS_PROPITEM_TXT_000924	Miracle Suit (F)
IDS_PROPITEM_TXT_000925	
IDS_PROPITEM_TXT_000926	Miracle Gauntlet (F)
IDS_PROPITEM_TXT_000927	
IDS_PROPITEM_TXT_000928	Miracle Boots (F)
IDS_PROPITEM_TXT_000929	
IDS_PROPITEM_TXT_000930	Miracle Helmet (M)
IDS_PROPITEM_TXT_000931	
IDS_PROPITEM_TXT_000932	Miracle Suit (M)
IDS_PROPITEM_TXT_000933	
IDS_PROPITEM_TXT_000934	Miracle Gauntlet (M)
IDS_PROPITEM_TXT_000935	
IDS_PROPITEM_TXT_000936	Miracle Boots (M)
IDS_PROPITEM_TXT_000937	
IDS_PROPITEM_TXT_000938	Talin Helmet (F)
IDS_PROPITEM_TXT_000939	
IDS_PROPITEM_TXT_000940	Talin Suit (F)
IDS_PROPITEM_TXT_000941	
IDS_PROPITEM_TXT_000942	Talin Gauntlet (F)
IDS_PROPITEM_TXT_000943	
IDS_PROPITEM_TXT_000944	Talin Boots (F)
IDS_PROPITEM_TXT_000945	
IDS_PROPITEM_TXT_000946	Talin Helmet (M)
IDS_PROPITEM_TXT_000947	
IDS_PROPITEM_TXT_000948	Talin Suit (M)
IDS_PROPITEM_TXT_000949	
IDS_PROPITEM_TXT_000950	Talin Gauntlet (M)
IDS_PROPITEM_TXT_000951	
IDS_PROPITEM_TXT_000952	Talin Boots (M)
IDS_PROPITEM_TXT_000953	
IDS_PROPITEM_TXT_000954	Sorain Helmet (F)
IDS_PROPITEM_TXT_000955	
IDS_PROPITEM_TXT_000956	Sorain Suit (F)
IDS_PROPITEM_TXT_000957	
IDS_PROPITEM_TXT_000958	Sorain Gauntlet (F)
IDS_PROPITEM_TXT_000959	
IDS_PROPITEM_TXT_000960	Sorain Boots (F)
IDS_PROPITEM_TXT_000961	
IDS_PROPITEM_TXT_000962	Sorain Helmet (M)
IDS_PROPITEM_TXT_000963	
IDS_PROPITEM_TXT_000964	Sorain Suit (M)
IDS_PROPITEM_TXT_000965	
IDS_PROPITEM_TXT_000966	Sorain Gauntlet (M)
IDS_PROPITEM_TXT_000967	
IDS_PROPITEM_TXT_000968	Sorain Boots (M)
IDS_PROPITEM_TXT_000969	
IDS_PROPITEM_TXT_000970	Panggril Helmet (F)
IDS_PROPITEM_TXT_000971	
IDS_PROPITEM_TXT_000972	Panggril Suit (F)
IDS_PROPITEM_TXT_000973	
IDS_PROPITEM_TXT_000974	Panggril Gauntlet (F)
IDS_PROPITEM_TXT_000975	
IDS_PROPITEM_TXT_000976	Panggril Boots (F)
IDS_PROPITEM_TXT_000977	
IDS_PROPITEM_TXT_000978	Panggril Helmet (M)
IDS_PROPITEM_TXT_000979	
IDS_PROPITEM_TXT_000980	Panggril Suit (M)
IDS_PROPITEM_TXT_000981	
IDS_PROPITEM_TXT_000982	Panggril Gauntlet (M)
IDS_PROPITEM_TXT_000983	
IDS_PROPITEM_TXT_000984	Panggril Boots (M)
IDS_PROPITEM_TXT_000985	
IDS_PROPITEM_TXT_000986	Cruiser Helmet (F)
IDS_PROPITEM_TXT_000987	
IDS_PROPITEM_TXT_000988	Cruiser Suit (F)
IDS_PROPITEM_TXT_000989	
IDS_PROPITEM_TXT_000990	Cruiser Gauntlet (F)
IDS_PROPITEM_TXT_000991	
IDS_PROPITEM_TXT_000992	Cruiser Boots (F)
IDS_PROPITEM_TXT_000993	
IDS_PROPITEM_TXT_000994	Cruiser Helmet (M)
IDS_PROPITEM_TXT_000995	
IDS_PROPITEM_TXT_000996	Cruiser Suit (M)
IDS_PROPITEM_TXT_000997	
IDS_PROPITEM_TXT_000998	Cruiser Gauntlet (M)
IDS_PROPITEM_TXT_000999	
IDS_PROPITEM_TXT_001000	Cruiser Boots (M)
IDS_PROPITEM_TXT_001001	
IDS_PROPITEM_TXT_001002	Wedge Helmet (F)
IDS_PROPITEM_TXT_001003	
IDS_PROPITEM_TXT_001004	Wedge Suit (F)
IDS_PROPITEM_TXT_001005	
IDS_PROPITEM_TXT_001006	Wedge Gauntlet (F)
IDS_PROPITEM_TXT_001007	
IDS_PROPITEM_TXT_001008	Wedge Boots (F)
IDS_PROPITEM_TXT_001009	
IDS_PROPITEM_TXT_001010	Wedge Helmet (M)
IDS_PROPITEM_TXT_001011	
IDS_PROPITEM_TXT_001012	Wedge Suit (M)
IDS_PROPITEM_TXT_001013	
IDS_PROPITEM_TXT_001014	Wedge Gauntlet (M)
IDS_PROPITEM_TXT_001015	
IDS_PROPITEM_TXT_001016	Wedge Boots (M)
IDS_PROPITEM_TXT_001017	
IDS_PROPITEM_TXT_001018	Teba Helmet (F)
IDS_PROPITEM_TXT_001019	
IDS_PROPITEM_TXT_001020	Teba Suit (F)
IDS_PROPITEM_TXT_001021	
IDS_PROPITEM_TXT_001022	Teba Gauntlet (F)
IDS_PROPITEM_TXT_001023	
IDS_PROPITEM_TXT_001024	Teba Boots (F)
IDS_PROPITEM_TXT_001025	
IDS_PROPITEM_TXT_001026	Teba Helmet (M)
IDS_PROPITEM_TXT_001027	
IDS_PROPITEM_TXT_001028	Teba Suit (M)
IDS_PROPITEM_TXT_001029	
IDS_PROPITEM_TXT_001030	Teba Gauntlet (M)
IDS_PROPITEM_TXT_001031	
IDS_PROPITEM_TXT_001032	Teba Boots (M)
IDS_PROPITEM_TXT_001033	
IDS_PROPITEM_TXT_001034	Rescorn Helmet (M)
IDS_PROPITEM_TXT_001035	
IDS_PROPITEM_TXT_001036	Rescorn Suit (M)
IDS_PROPITEM_TXT_001037	
IDS_PROPITEM_TXT_001038	Rescorn Gauntlet (M)
IDS_PROPITEM_TXT_001039	
IDS_PROPITEM_TXT_001040	Rescorn Boots (M)
IDS_PROPITEM_TXT_001041	
IDS_PROPITEM_TXT_001042	Rescorn Helmet (F)
IDS_PROPITEM_TXT_001043	
IDS_PROPITEM_TXT_001044	Rescorn Suit (F)
IDS_PROPITEM_TXT_001045	
IDS_PROPITEM_TXT_001046	Rescorn Gauntlet (F)
IDS_PROPITEM_TXT_001047	
IDS_PROPITEM_TXT_001048	Rescorn Boots (F)
IDS_PROPITEM_TXT_001049	
IDS_PROPITEM_TXT_001050	Restron Helmet (M)
IDS_PROPITEM_TXT_001051	
IDS_PROPITEM_TXT_001052	Restron Suit (M)
IDS_PROPITEM_TXT_001053	
IDS_PROPITEM_TXT_001054	Restron Gauntlet (M)
IDS_PROPITEM_TXT_001055	
IDS_PROPITEM_TXT_001056	Restron Boots (M)
IDS_PROPITEM_TXT_001057	
IDS_PROPITEM_TXT_001058	Restron Helmet (F)
IDS_PROPITEM_TXT_001059	
IDS_PROPITEM_TXT_001060	Restron Suit (F)
IDS_PROPITEM_TXT_001061	
IDS_PROPITEM_TXT_001062	Restron Gauntlet (F)
IDS_PROPITEM_TXT_001063	
IDS_PROPITEM_TXT_001064	Restron Boots (F)
IDS_PROPITEM_TXT_001065	
IDS_PROPITEM_TXT_001066	Shurand Helmet (M)
IDS_PROPITEM_TXT_001067	
IDS_PROPITEM_TXT_001068	Shurand Suit (M)
IDS_PROPITEM_TXT_001069	
IDS_PROPITEM_TXT_001070	Shurand Gauntlet (M)
IDS_PROPITEM_TXT_001071	
IDS_PROPITEM_TXT_001072	Shurand Boots (M)
IDS_PROPITEM_TXT_001073	
IDS_PROPITEM_TXT_001074	Shurand Helmet (F)
IDS_PROPITEM_TXT_001075	
IDS_PROPITEM_TXT_001076	Shurand Suit (F)
IDS_PROPITEM_TXT_001077	
IDS_PROPITEM_TXT_001078	Shurand Gauntlet (F)
IDS_PROPITEM_TXT_001079	
IDS_PROPITEM_TXT_001080	Shurand Boots (F)
IDS_PROPITEM_TXT_001081	
IDS_PROPITEM_TXT_001082	Anis Helmet (M)
IDS_PROPITEM_TXT_001083	
IDS_PROPITEM_TXT_001084	Anis Suit (M)
IDS_PROPITEM_TXT_001085	
IDS_PROPITEM_TXT_001086	Anis Gauntlet (M)
IDS_PROPITEM_TXT_001087	
IDS_PROPITEM_TXT_001088	Anis Boots (M)
IDS_PROPITEM_TXT_001089	
IDS_PROPITEM_TXT_001090	Anis Helmet (F)
IDS_PROPITEM_TXT_001091	
IDS_PROPITEM_TXT_001092	Anis Suit (F)
IDS_PROPITEM_TXT_001093	
IDS_PROPITEM_TXT_001094	Anis Gauntlet (F)
IDS_PROPITEM_TXT_001095	
IDS_PROPITEM_TXT_001096	Anis Boots (F)
IDS_PROPITEM_TXT_001097	
IDS_PROPITEM_TXT_001098	Warpon Helmet (M)
IDS_PROPITEM_TXT_001099	
IDS_PROPITEM_TXT_001100	Warpon Suit (M)
IDS_PROPITEM_TXT_001101	
IDS_PROPITEM_TXT_001102	Warpon Gauntlet (M)
IDS_PROPITEM_TXT_001103	
IDS_PROPITEM_TXT_001104	Warpon Boots (M)
IDS_PROPITEM_TXT_001105	
IDS_PROPITEM_TXT_001106	Warpon Helmet (F)
IDS_PROPITEM_TXT_001107	
IDS_PROPITEM_TXT_001108	Warpon Suit (F)
IDS_PROPITEM_TXT_001109	
IDS_PROPITEM_TXT_001110	Warpon Gauntlet (F)
IDS_PROPITEM_TXT_001111	
IDS_PROPITEM_TXT_001112	Warpon Boots (F)
IDS_PROPITEM_TXT_001113	
IDS_PROPITEM_TXT_001114	Weeshian Helmet (M)
IDS_PROPITEM_TXT_001115	
IDS_PROPITEM_TXT_001116	Weeshian Suit (M)
IDS_PROPITEM_TXT_001117	
IDS_PROPITEM_TXT_001118	Weeshian Gauntlet (M)
IDS_PROPITEM_TXT_001119	
IDS_PROPITEM_TXT_001120	Weeshian Boots (M)
IDS_PROPITEM_TXT_001121	
IDS_PROPITEM_TXT_001122	Weeshian Helmet (F)
IDS_PROPITEM_TXT_001123	
IDS_PROPITEM_TXT_001124	Weeshian Suit (F)
IDS_PROPITEM_TXT_001125	
IDS_PROPITEM_TXT_001126	Weeshian Gauntlet (F)
IDS_PROPITEM_TXT_001127	
IDS_PROPITEM_TXT_001128	Weeshian Boots (F)
IDS_PROPITEM_TXT_001129	
IDS_PROPITEM_TXT_001130	Extro Helmet (M)
IDS_PROPITEM_TXT_001131	
IDS_PROPITEM_TXT_001132	Extro Suit (M)
IDS_PROPITEM_TXT_001133	
IDS_PROPITEM_TXT_001134	Extro Gauntlet (M)
IDS_PROPITEM_TXT_001135	
IDS_PROPITEM_TXT_001136	Extro Boots (M)
IDS_PROPITEM_TXT_001137	
IDS_PROPITEM_TXT_001138	Extro Helmet (F)
IDS_PROPITEM_TXT_001139	
IDS_PROPITEM_TXT_001140	Extro Suit (F)
IDS_PROPITEM_TXT_001141	
IDS_PROPITEM_TXT_001142	Extro Gauntlet (F)
IDS_PROPITEM_TXT_001143	
IDS_PROPITEM_TXT_001144	Extro Boots (F)
IDS_PROPITEM_TXT_001145	
IDS_PROPITEM_TXT_001146	Einy Helmet (M)
IDS_PROPITEM_TXT_001147	
IDS_PROPITEM_TXT_001148	Einy Suit (M)
IDS_PROPITEM_TXT_001149	
IDS_PROPITEM_TXT_001150	Einy Gauntlet (M)
IDS_PROPITEM_TXT_001151	
IDS_PROPITEM_TXT_001152	Einy Boots (M)
IDS_PROPITEM_TXT_001153	
IDS_PROPITEM_TXT_001154	Einy Helmet (F)
IDS_PROPITEM_TXT_001155	
IDS_PROPITEM_TXT_001156	Einy Suit (F)
IDS_PROPITEM_TXT_001157	
IDS_PROPITEM_TXT_001158	Einy Gauntlet (F)
IDS_PROPITEM_TXT_001159	
IDS_PROPITEM_TXT_001160	Einy Boots (F)
IDS_PROPITEM_TXT_001161	
IDS_PROPITEM_TXT_001162	 Dayst Helmet (M)
IDS_PROPITEM_TXT_001163	
IDS_PROPITEM_TXT_001164	 Dayst Suit (M)
IDS_PROPITEM_TXT_001165	
IDS_PROPITEM_TXT_001166	 Dayst Gauntlet (M)
IDS_PROPITEM_TXT_001167	
IDS_PROPITEM_TXT_001168	 Dayst Boots (M)
IDS_PROPITEM_TXT_001169	
IDS_PROPITEM_TXT_001170	 Dayst Helmet (F)
IDS_PROPITEM_TXT_001171	
IDS_PROPITEM_TXT_001172	 Dayst Suit (F)
IDS_PROPITEM_TXT_001173	
IDS_PROPITEM_TXT_001174	 Dayst Gauntlet (F)
IDS_PROPITEM_TXT_001175	
IDS_PROPITEM_TXT_001176	 Dayst Boots (F)
IDS_PROPITEM_TXT_001177	
IDS_PROPITEM_TXT_001178	Haganes Helmet (M)
IDS_PROPITEM_TXT_001179	
IDS_PROPITEM_TXT_001180	Haganes Suit (M)
IDS_PROPITEM_TXT_001181	
IDS_PROPITEM_TXT_001182	Haganes Gauntlet (M)
IDS_PROPITEM_TXT_001183	
IDS_PROPITEM_TXT_001184	Haganes Boots (M)
IDS_PROPITEM_TXT_001185	
IDS_PROPITEM_TXT_001186	Haganes Helmet (F)
IDS_PROPITEM_TXT_001187	
IDS_PROPITEM_TXT_001188	Haganes Suit (F)
IDS_PROPITEM_TXT_001189	
IDS_PROPITEM_TXT_001190	Haganes Gauntlet (F)
IDS_PROPITEM_TXT_001191	
IDS_PROPITEM_TXT_001192	Haganes Boots (F)
IDS_PROPITEM_TXT_001193	
IDS_PROPITEM_TXT_001194	Katria Helmet (M)
IDS_PROPITEM_TXT_001195	
